Id,Nivel,Grado,Campos,Componentes,Organizador1,Organizador2,ApEs,Apes_Detalle,Escala_Sugerida,Indicador1,Indicador2,Indicador3,Indicador4,Observaciones,Activo
804,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Número,"Lee, escribe y ordena números naturales de cualquier cantidad de cifras, fracciones y números decimales.",,"Frecuentemente, poco, nunca",Lee números de cualquier cantidad de cifras.,Lee números de cualquier cantidad de fracciones.,Lee números de cualquier cantidad de números decimales.,Escribe números de cualquier cantidad de cifras.,NADA,1
805,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Número,Estima e interpreta números en el sistema de numeración maya.,,"Frecuentemente, poco, nunca",Estima números en el sistema de numeración maya.,Interpreta números en el sistema de numeración maya.,,,NADA,1
806,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Número,Lee y escribe números romanos.,,"si, no, muy frecuentemente",Lee números romanos.,Escribe números romanos.,,,NADA,1
807,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Número,"Resuelve problemas que impliquen el uso de números enteros al situarlos en la recta númerica, compararlos y ordenarlos.",,Lo logra / En ocasiones lo logra / No lo logra,Resuelve problemas que impliquen el uso de números enteros al situarlos en la recta númerica y compararlos.,Resuelve problemas que impliquen el uso de números enteros al situarlos en la recta númerica y ordenarlos.,,,NADA,1
808,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción,"Resuelve problemas de suma y resta con números naturales, decimales y fracciones.",,Lo logra / En ocasiones lo logra / No lo logra,Resuelve problemas de suma con números naturales.,Resuelve problemas de resta con números naturales.,Resuelve problemas de suma con números decimales.,Resuelve problemas de resta con números decimales.,NADA,1
809,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción,Usa el algoritmo convencional para sumar y restar decimales.,,"Frecuentemente, poco, nunca",Usa el algoritmo convencional para sumar decimales.,Usa el algoritmo convencional para restar decimales.,,,NADA,1
810,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción,"Calcula mentalmente, de manera exacta y aproximada, sumas y restas de decimales.",,Lo logra / En ocasiones lo logra / No lo logra,"Calcula mentalmente, de manera exacta, sumas de números decimales.","Calcula mentalmente, de manera exacta, restas de números decimales.","Calcula mentalmente, de manera aproximada, sumas de números decimales.","Calcula mentalmente, de manera aproximada, restas de números decimales.",NADA,1
811,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Multiplicación y división ,"Resuelve problemas de multiplicación con fracciones y decimales, con multiplicador número natural, y de división con cociente o divisores naturales.",,Lo logra / En ocasiones lo logra / No lo logra,"Resuleve problemas de multiplicación con fracciones, con multiplicador número natural.","Resuleve problemas de multiplicación con decimales, con multiplicador número natural.","Resuleve problemas de disvión con decimales, con cociente.","Resuleve problemas de disvión con fracciones, con cociente.",NADA,1
812,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Proporcionalidad,Compara razones expresadas mediante dos números naturales (n por cada m) y con una fracción (n/m),,"si, no, muy frecuentemente",Compara razones expresadas mediante dos números naturales (n por cada m).,Compara razones expresadas emdiante dos números naturales (n por cada m) con una fracción (n/m).,,,NADA,1
813,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Proporcionalidad,"Calcula valores faltantes en problemas de proporcionalidad directa, con un número natural como constante.",,"si, no, muy frecuentemente","Calcula valores faltantes en problemas de proporcionalidad directa, con un número natural como constante.",,,,NADA,1
814,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Proporcionalidad,Resuelve problemas de cálculo de porcentajes y de tanto por ciento.,,Lo logra / En ocasiones lo logra / No lo logra,Resuleve problemas de cáulculo de porcentajes.,Resuelve problemas de tanto por ciento.,,,NADA,1
815,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Proporcionalidad,"Calcula mentalmente porcentajes (50%, 25%, 10% y 1%) que sirvan de base para cálculos más complejos.",,"si, no, muy frecuentemente",Calcula mentalmente porcentajes que sirvan de base para cálculos más completos (50%),Calcula mentalmente porcentajes que sirvan de base para cálculos más completos (25%),Calcula mentalmente porcentajes que sirvan de base para cálculos más completos (10%),Calcula mentalmente porcentajes que sirvan de base para cálculos más completos (1%),NADA,1
816,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ","Patrones, figuras geométricas y expresiones equivalentes",Analiza sucesiones de números y de figuras con progresión aritmética y geométrica,,"Frecuentemente, poco, nunca",Analiza sucesiones de números con progresión aritmética.,Analiza sucesiones de números con progresión geométrica.,Analiza sucesiones de figuras con progresión aritmética.,Analiza sucesiones de figuras con progresión geométrica.,NADA,1
817,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Ubicación espacial,"Lee, interpreta y dise~na planos y mapas para comunicar oralmente o por escrito la ubicación de seres, objetos y trayectos.",,Lo logra / En ocasiones lo logra / No lo logra,"Lee planos para comunicar oralmente la ubicación de sres, objetos y trayectos.","Interpreta planos para comunicar oralmente la ubicación de sres, objetos y trayectos.","Dise~na planos para comunicar oralmente la ubicación de sres, objetos y trayectos.",,NADA,1
818,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Ubicación espacial,Resuelve situaciones que impliquen la ubicación de puntos en el plano cartesiano,,Lo logra / En ocasiones lo logra / No lo logra,Resuelve situaciones que implican la ubicación de puntos en el plano cartesiano.,,,,NADA,1
819,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Figuras y cuerpos geométricos,"Construye triángulos con regla y compás, traza e identifica sus alturas.",,Lo logra / En ocasiones lo logra / No lo logra,"Construye triángulos con regla, y los traza identificando sus alturas.","Construye triángulos con compás, y los traza identificando sus alturas.",,,NADA,1
820,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Figuras y cuerpos geométricos,Contruye prismas y pirámides rectos cuya base sea un rectángulo o un triángulo a partir de su desarrollo plano.,,Lo logra / En ocasiones lo logra / No lo logra,Construye prismas rectos cuya base sea un rectángulo a partir de su desallo plano.,Construye prismas rectos cuya base sea un triángulo a partir de su desallo plano.,Construye pirámides rectas cuya base sea un rectángulo a partir de su desallo plano.,Construye pirámides rectas cuya base sea un triángulo a partir de su desallo plano.,NADA,1
821,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Magnitudes y medidas,Calcula y compara el área de triángulos y cuadriláteros mediante su transformación en un rectángulo.,,"si, no, muy frecuentemente",Calcula el área de triángulos.,Compara el área de triángulos.,Calcula el área de cuadriláteros mediante su transformación en un rectángulo.,Compara el área de cuadriláteros mediante su transformación en un rectángulo.,NADA,1
822,Primaria,6,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Magnitudes y medidas,"Estima, compara y ordena el volumen de prismas rectos rectangulares mediante el conteo de cubos.",,"Frecuentemente, poco, nunca",Estima el volumen de primas rectos rectangualres mediante el conteo de cubos.,Compara el volumen de primas rectos rectangualres mediante el conteo de cubos.,Ordena el volumen de primas rectos rectangualres mediante el conteo de cubos.,,NADA,1
823,Primaria,6,MATEMÁTICAS,Pensamiento matemático,Análisis de datos,Estadística,Lee gráficas circulares.,,"si, no, muy frecuentemente",Lee gráficas circulares.,,,,NADA,1
824,Primaria,6,MATEMÁTICAS,Pensamiento matemático,Análisis de datos,Estadística,"Usa e interpreta la moda, la media aritmética y el rango de un conjunto de datos.",,"Frecuentemente, poco, nunca",Usa e interpreta la moda de un conjunto de datos.,Usa e interpreta la media aritmética de un conjunto de datos.,Usa e interpreta lel rango de un conjunto de datos.,,NADA,1
825,Primaria,6,MATEMÁTICAS,Pensamiento matemático,Análisis de datos,Probabilidad,Determina los resultados posibles de un experimento aleatorio.,,"si, no, muy frecuentemente",Determina los posibles resultados de un experimento aleatorio.,,,,NADA,1
826,Primaria,1,CONOCIMIENTO DEL MEDIO,Exploración y comprensión del mundo natural y social,Mundo natural,Exploración de la naturaleza,Distingue características de la naturaleza en el lugar donde vive.,,Lo logra / En ocasiones lo logra / No lo logra,Menciona características de la naturaleza del lugar donde vive.,Distingue las características de la naturaleza.,,,NADA,1
827,Primaria,1,CONOCIMIENTO DEL MEDIO,Exploración y comprensión del mundo natural y social,Mundo natural,Exploración de la naturaleza,"Clasifica animales, plantas y materiales a partir de características que identifica con sus sentidos.",,"Frecuentemente, poco, nunca",Clasifica animales a partir de sus características.,Clasifica plantas a partir de sus características.,Clasifica materiales a partir de sus características.,"Clasifica animales, plantas y materiales que identifica con sus sentidos..",NADA,1
828,Primaria,1,CONOCIMIENTO DEL MEDIO,Exploración y comprensión del mundo natural y social,Mundo natural,Exploración de la naturaleza,Reconoce que los objetos se mueven y deforman al empujarlos y jalarlos.,,"Frecuentemente, poco, nunca",Reconoce que los objetos se mueven al empujarlos.,Reconoce que los objetos se mueven al jalarlos.,Reconoce que los objetos se deforman al empujarlos.,Reconoce que los objetos se deforman al jalarlos.,NADA,1
829,Primaria,1,CONOCIMIENTO DEL MEDIO,Exploración y comprensión del mundo natural y social,Mundo natural,Exploración de la naturaleza,Infiere que la luz es necesaria para ver objetos y colores.,,Lo logra / En ocasiones lo logra / No lo logra,Observa los objetos dentros y fuera del salón de clases.,Infiere que la luz es ncesaria para ver objetos.,Infiere que la luz es ncesaria para ver colores.,,NADA,1
830,Primaria,1,CONOCIMIENTO DEL MEDIO,Exploración y comprensión del mundo natural y social,Mundo natural,Cuidado de la salud,"Reconoce las distintas partes del cuerpo, y practica hábitos de higiene y alimentación para cuidar su salud.",,Lo logra / En ocasiones lo logra / No lo logra,Práctica hábitos de higiene para cuidar su salud.,Práctica hábitos de alimentación para cuidar su salud.,Reconoce las distintas partes del cuerpo.,,NADA,1
831,Primaria,1,CONOCIMIENTO DEL MEDIO,Exploración y comprensión del mundo natural y social,Mundo natural,Cuidado del medio ambiente,Reconoce que sus acciones pueden afectar a la naturaleza y participa en aquellas que ayudan a cuidarla.,,"si, no, muy frecuentemente",Reconoce que sus acciones pueden afectar o favorecer a la naturaleza.,Participa en actividades que ayudan a cuidar la naturaleza.,Realiza acciones para el cuidado de la naturaleza.,,NADA,1
832,Primaria,1,CONOCIMIENTO DEL MEDIO,Exploración y comprensión del mundo natural y social,Cultura y vida social,Interacciones con el entorno social,"Reconoce que es una persona única y valiosa que tiene derecho a la identidad y a vivir en una familia que le cuide, proteja y brinde afecto.",,"si, no, muy frecuentemente","Reconoce que es una persona única, que tiene derecho a una identidad y a vivir en una familia que cuide y proteja.","Reconoce que es una persona valiosa, que tiene derecho a una identidad y a vivir en una familia que cuide y proteja.","Reconoce que es una persona única, que tiene derecho a una identidad y a vivir en una familia que le brinde afecto.","Reconoce que es una persona valiosa, que tiene derecho a una identidad y a vivir en una familia que le brinde afecto.",NADA,1
833,Primaria,1,CONOCIMIENTO DEL MEDIO,Exploración y comprensión del mundo natural y social,Cultura y vida social,Interacciones con el entorno social,Describe cronológicamente acontecimientos de su historia y la de su familia con el uso de referencias temporales.,,Lo logra / En ocasiones lo logra / No lo logra,Describe cronológicamente acontecimientos de su historia con el uso de referencias temporales.,Describe cronológicamente acontecimientos de su familia con el uso de referencias temporales.,,,NADA,1
834,Primaria,1,CONOCIMIENTO DEL MEDIO,Exploración y comprensión del mundo natural y social,Cultura y vida social,Interacciones con el entorno social,"Describe y representa la ubicación de su casa, escuela y otros sitios con el uso de referencias espaciales básicas.",,Lo logra / En ocasiones lo logra / No lo logra,Describe y representa la ubicación de su casa,Describe y representa la ubicación de su escuela,Describe y representa la ubicación de otros sitios,Realiza ubicaciones con referencias espaciales básicas.,NADA,1
